r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.37389465456319815,0.37303661434701874,0.1447254884056273,435.7542309939872,0,13,4889.7959834471785,-9749.591966894357,-9642.206260730527,198.68869990743045,9486,9500
